Product Name,Price,Brand,Category,Description,Rating,Review Count,Style Attributes,Total Sizes,Available Sizes,Color,Purchase History,Age,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,feedback
K4T3,16.60157416312771,Jigsaw,Activewear,Very Good,4.899526824406994,342,Vintage,"S, L, XL",L,Red,Below Average,32,Cosmopolitan,Aimee Song,Fall,Daytime,Negative,Mixed,Mixed
V1D4,92.68755940660962,Ted Baker,Jewelry,Very Good,3.2463324826590836,297,Minimalist,"S, L, XL",S,Red,Below Average,41,Marie Claire,Song of Style,Fall/Winter,Daytime,Unknown,Unknown,Negative
N6W4,21.2110038409045,Ralph Lauren,Dresses,Worst,1.3225591044208374,2,Glamorous,"S, L, XL",S,Black,Very Low,26,InStyle,Aimee Song,Summer,Daytime,Positive,Neutral,Mixed
J7U2,18.107386267090686,Ted Baker,Jewelry,Bad,2.0282397582202867,352,Glamorous,"S, M, L",M,Red,Below Average,40,Glamour,Song of Style,Spring,Holiday,Mixed,Positive,Mixed
M5L9,68.46168690875146,Alexander McQueen,Outerwear,Not Good,1.7002046487950717,179,Vintage,"M, L, XL",M,Blue,Below Average,26,Vogue,Gigi Hadid,Winter,Holiday,Unknown,Neutral,Unknown
G0V6,67.33172716554921,Ralph Lauren,Dresses,Bad,3.6689546474399624,373,Bohemian,"M, L, XL",L,Blue,High,43,Marie Claire,Camila Coelho,Fall/Winter,Weekend,Neutral,Unknown,Unknown
L1Y4,30.4289045244728,Jigsaw,Swimwear,Worst,3.8518585252208926,262,Bohemian,"S, M, L",M,Green,Very Low,43,Cosmopolitan,Camila Coelho,Winter,Evening,Unknown,Negative,Other
V8I9,16.890748331153,Alexander McQueen,Activewear,Bad,4.1326256448811005,159,Formal,"M, L, XL",M,Black,Significant,43,Elle,Julie Sari̱ana,Spring,Nighttime,Negative,Unknown,Unknown
A9Q4,25.70151946159821,Mulberry,Activewear,Worst,4.568749408110917,125,Vintage,"M, L, XL",L,Green,Low,25,Cosmopolitan,Camila Coelho,Winter,Evening,Neutral,Unknown,Other
S5M4,30.94643068426557,Ralph Lauren,Dresses,Very Good,2.9915602252816376,102,Sporty,"M, L, XL",L,Green,Average,55,Elle,Chiara Ferragni,Fall,Evening,Positive,Neutral,Negative
X8E3,55.2401830194734,Jigsaw,Tops,Best,2.081126712779598,219,Formal,"S, L, XL",M,Blue,Significant,47,Glamour,Negin Mirsalehi,Fall,Nighttime,Mixed,Mixed,Neutral
Z8V1,57.35671777764466,Jigsaw,Dresses,Worst,4.674291043602434,208,Formal,"S, L, XL",XL,Black,High,62,Elle,Julie Sari̱ana,Fall/Winter,Evening,Neutral,Positive,Unknown
D1M2,53.88799587085217,Ralph Lauren,Activewear,Very Bad,4.63532932647445,285,Glamorous,"S, M, L",M,Green,Very High,57,Fashionista,Leandra Medine,Spring/Summer,Daytime,Positive,Mixed,Negative
P9H8,23.529401888029525,Calvin Klein,Tops,Not Good,1.8436476391033727,127,Minimalist,"M, L, XL",XL,Green,Very Low,36,Glamour,Song of Style,Winter,Nighttime,Neutral,Positive,Positive
N1R7,16.610066940673203,Calvin Klein,Lingerie,Bad,1.462684307358241,475,Bohemian,"S, M, L",XL,Green,High,38,Marie Claire,Negin Mirsalehi,Winter,Daytime,Neutral,Mixed,Mixed
Q4O7,62.18908029513252,Tommy Hilfiger,Lingerie,Bad,2.3138756882833653,305,Formal,"S, M, L",S,Blue,Medium,42,Harper's Bazaar,Negin Mirsalehi,Spring/Summer,Evening,Unknown,Mixed,Unknown
S5R0,41.662308820722316,Ted Baker,Accessories,Bad,1.7738384206183682,318,Formal,"S, L, XL",L,Black,Very Low,43,Marie Claire,Negin Mirsalehi,Fall/Winter,Daytime,Negative,Unknown,Unknown
J2Z4,65.63840101760985,Burberry,Lingerie,Very Good,3.43150696320795,252,Formal,"S, L, XL",M,Green,Below Average,18,Cosmopolitan,Julie Sari̱ana,Fall/Winter,Weekend,Positive,Negative,Neutral
K3Y5,68.9555507644981,Mulberry,Swimwear,Good,2.52929197893487,16,Preppy,"M, L, XL",S,Blue,Low,29,Elle,Negin Mirsalehi,Fall,Holiday,Negative,Negative,Positive
V1A2,63.48749823981339,Alexander McQueen,Swimwear,Very Good,3.22581543120897,41,Formal,"S, M, L",M,Green,High,23,Grazia,Gigi Hadid,Summer,Daytime,Unknown,Mixed,Negative
Z3E9,11.74222788905373,Ralph Lauren,Dresses,Good,4.539694708871447,12,Casual,"S, M, L",M,Blue,Very Low,26,Vogue,Aimee Song,Fall,Daytime,Positive,Mixed,Unknown
I1K0,42.89134460138317,Alexander McQueen,Bottoms,Best,1.589788674691707,364,Glamorous,"S, M, L",M,Red,Very High,30,Grazia,Julie Sari̱ana,Fall,Holiday,Neutral,Other,Positive
R3X1,30.940133577147755,Ted Baker,Activewear,Best,1.5393756373108918,151,Streetwear,"M, L, XL",S,Black,Very Low,37,Cosmopolitan,Gigi Hadid,Fall/Winter,Evening,Mixed,Positive,Other
D1G6,57.09945857338194,Jigsaw,Activewear,Good,3.0455536713107545,82,Minimalist,"M, L, XL",XL,Black,Negligible,55,Marie Claire,Olivia Palermo,Spring/Summer,Nighttime,Mixed,Mixed,Other
N1J9,27.098124278808548,Burberry,Bottoms,Worst,4.5169582803070325,477,Formal,"S, L, XL",M,Black,Significant,37,Harper's Bazaar,Aimee Song,Winter,Nighttime,Neutral,Neutral,Neutral
M7Q4,43.83422668997594,Tommy Hilfiger,Jewelry,Best,2.4982615391149516,266,Edgy,"S, M, L",L,Black,Low,59,Harper's Bazaar,Olivia Palermo,Winter,Weekend,Unknown,Unknown,Unknown
A8M4,42.9566313389408,Alexander McQueen,Outerwear,Not Good,1.7297966434860035,206,Sporty,"S, M, L",L,Blue,High,25,Elle,Camila Coelho,Spring/Summer,Weekend,Unknown,Unknown,Neutral
K2V9,51.870611798537865,Calvin Klein,Dresses,Best,1.0484603440310218,416,Formal,"M, L, XL",L,Blue,Above Average,50,InStyle,Julie Sari̱ana,Winter,Holiday,Neutral,Other,Positive
G5R5,30.185601903999384,Burberry,Outerwear,Best,2.8419842333743177,358,Minimalist,"S, L, XL",XL,Black,Low,44,InStyle,Leandra Medine,Fall/Winter,Holiday,Negative,Other,Neutral
C5W5,28.566483586233225,Mulberry,Lingerie,Not Good,1.4783026575550915,335,Streetwear,"S, L, XL",M,Blue,Negligible,44,InStyle,Negin Mirsalehi,Summer,Holiday,Mixed,Mixed,Unknown
W2C1,87.62550761933406,Tommy Hilfiger,Tops,Good,2.777279465377807,440,Preppy,"M, L, XL",XL,Red,High,25,Grazia,Negin Mirsalehi,Fall/Winter,Weekend,Positive,Other,Negative
G2W8,91.28375152667397,Ralph Lauren,Accessories,Best,2.535674903999937,416,Casual,"S, M, L",M,Blue,Below Average,47,Fashionista,Gigi Hadid,Spring/Summer,Evening,Unknown,Unknown,Neutral
E5U9,10.3877894802906,Calvin Klein,Accessories,Very Good,2.4578025031220334,73,Minimalist,"S, M, L",S,Red,Low,21,W,Song of Style,Summer,Evening,Mixed,Negative,Positive
L1U1,13.221849499868448,Tommy Hilfiger,Accessories,Very Good,2.992964467184709,134,Sporty,"M, L, XL",M,Black,Above Average,30,Cosmopolitan,Aimee Song,Fall/Winter,Daytime,Neutral,Unknown,Other
S5Y6,55.343930360688574,Tommy Hilfiger,Outerwear,Very Bad,4.526437434014163,436,Minimalist,"S, M, L",XL,Red,Above Average,58,Grazia,Kendall Jenner,Spring,Evening,Neutral,Unknown,Negative
T8U0,78.37799739779847,Mulberry,Dresses,Best,1.7460335664549387,0,Formal,"S, L, XL",XL,Red,Low,59,InStyle,Leandra Medine,Fall,Holiday,Unknown,Unknown,Mixed
Z7E6,64.52913786473718,Tommy Hilfiger,Outerwear,Very Bad,1.1807569450159052,346,Preppy,"S, M, L",S,Green,Very High,22,Grazia,Song of Style,Winter,Weekend,Unknown,Mixed,Neutral
I2N6,37.020128580575104,Ralph Lauren,Swimwear,Best,1.4104258051472733,181,Edgy,"S, M, L",XL,Blue,Average,52,Glamour,Gigi Hadid,Fall/Winter,Holiday,Positive,Mixed,Neutral
W6S0,75.1946308500725,Tommy Hilfiger,Lingerie,Bad,3.6183319872691757,60,Glamorous,"S, M, L",L,Blue,High,54,Harper's Bazaar,Song of Style,Winter,Nighttime,Unknown,Other,Unknown
D7S4,91.55128005500752,Alexander McQueen,Dresses,Not Good,2.753776028365839,445,Sporty,"S, M, L",M,Black,Above Average,61,W,Camila Coelho,Fall,Holiday,Positive,Unknown,Other
Z4Y9,89.93050840774893,Calvin Klein,Activewear,Bad,3.612963041733614,376,Casual,"S, L, XL",L,Green,Average,44,Harper's Bazaar,Chiara Ferragni,Spring,Evening,Mixed,Other,Negative
Y4W8,54.682194576281134,Calvin Klein,Swimwear,Good,3.7346642113399593,495,Glamorous,"M, L, XL",L,Red,Negligible,21,Fashionista,Song of Style,Spring,Weekend,Neutral,Unknown,Mixed
R4S1,29.278549551487004,Calvin Klein,Dresses,Good,2.9809207282176478,418,Casual,"M, L, XL",XL,Green,Negligible,43,Fashionista,Negin Mirsalehi,Fall/Winter,Holiday,Mixed,Unknown,Negative
H0R7,34.56524329167072,Ralph Lauren,Tops,Worst,4.867044869937082,222,Streetwear,"M, L, XL",L,Green,High,32,InStyle,Kendall Jenner,Summer,Daytime,Unknown,Other,Unknown
D7U6,80.28491467194193,Calvin Klein,Tops,Very Bad,2.597530636926343,254,Casual,"S, M, L",M,Green,Above Average,44,Grazia,Leandra Medine,Spring/Summer,Nighttime,Negative,Positive,Mixed
W7W7,27.460741891756342,Mulberry,Tops,Very Good,1.9349387964238898,30,Minimalist,"M, L, XL",M,Black,Average,36,Grazia,Camila Coelho,Summer,Daytime,Neutral,Mixed,Negative
X6X4,70.9414915895332,Ralph Lauren,Accessories,Worst,4.207560396634205,96,Glamorous,"S, L, XL",S,Green,Low,29,W,Chiara Ferragni,Fall/Winter,Nighttime,Positive,Other,Other
Q0Y3,82.20892442276259,Calvin Klein,Lingerie,Worst,1.6759097816068103,378,Streetwear,"M, L, XL",L,Black,Low,42,Fashionista,Gigi Hadid,Summer,Weekend,Positive,Unknown,Unknown
U4E4,86.55405381033093,Burberry,Lingerie,Not Good,2.6622607786658996,312,Glamorous,"M, L, XL",XL,Black,Very Low,48,InStyle,Leandra Medine,Fall,Holiday,Negative,Mixed,Negative
S4C8,70.71141532252412,Mulberry,Footwear,Worst,3.199859833833889,304,Preppy,"S, M, L",XL,Black,Low,52,InStyle,Camila Coelho,Spring/Summer,Daytime,Neutral,Unknown,Positive
A5Y6,56.542427553148514,Ted Baker,Outerwear,Worst,3.6610243192159744,65,Glamorous,"M, L, XL",S,Blue,Low,22,Vogue,Olivia Palermo,Spring,Evening,Neutral,Mixed,Neutral
A0P9,57.40401697487264,Ralph Lauren,Footwear,Worst,3.7065614002411693,397,Edgy,"S, L, XL",S,Blue,Very Low,37,Fashionista,Olivia Palermo,Fall,Weekend,Neutral,Positive,Mixed
M5H9,51.7321627034936,Burberry,Lingerie,Very Bad,4.48800875183017,490,Casual,"S, M, L",M,Red,Below Average,53,Grazia,Kendall Jenner,Spring,Holiday,Neutral,Positive,Unknown
V9T3,28.42837382416116,Burberry,Outerwear,Best,2.9370237737920397,126,Minimalist,"S, M, L",S,Red,Significant,53,Glamour,Leandra Medine,Summer,Evening,Negative,Unknown,Unknown
H9H0,35.96853023105865,Mulberry,Jewelry,Bad,3.7841403439542116,95,Minimalist,"M, L, XL",S,Blue,Significant,57,InStyle,Kendall Jenner,Spring,Nighttime,Unknown,Negative,Positive
M3R9,71.20327986705962,Ralph Lauren,Accessories,Very Bad,2.4445449806492854,331,Casual,"S, M, L",S,Blue,Above Average,36,Vogue,Olivia Palermo,Fall,Evening,Unknown,Unknown,Other
K2Z2,50.20409527381453,Burberry,Swimwear,Not Good,2.3016375982246426,292,Sporty,"M, L, XL",XL,Black,Below Average,30,Cosmopolitan,Chiara Ferragni,Fall/Winter,Evening,Unknown,Mixed,Negative
Z4O4,58.27700120661879,Alexander McQueen,Lingerie,Best,1.0019413510143251,252,Edgy,"S, L, XL",S,Red,Below Average,35,Marie Claire,Negin Mirsalehi,Fall,Nighttime,Neutral,Neutral,Unknown
J9D8,84.6503327825379,Ralph Lauren,Bottoms,Worst,2.347062260498118,316,Glamorous,"M, L, XL",S,Blue,Low,27,Marie Claire,Aimee Song,Winter,Holiday,Mixed,Positive,Neutral
V1S5,50.40408610499093,Jigsaw,Tops,Bad,4.409786196934327,291,Sporty,"S, L, XL",S,Black,Medium,46,Elle,Negin Mirsalehi,Fall/Winter,Holiday,Mixed,Mixed,Unknown
Q6X7,40.79793926718854,Ralph Lauren,Activewear,Best,4.993793774055673,382,Edgy,"S, M, L",M,Blue,Below Average,53,Marie Claire,Gigi Hadid,Fall,Daytime,Mixed,Unknown,Unknown
E8K2,89.06155715984606,Alexander McQueen,Jewelry,Bad,2.230757817398477,238,Edgy,"S, L, XL",L,Red,Medium,52,Harper's Bazaar,Kendall Jenner,Fall,Weekend,Positive,Unknown,Unknown
J2E9,54.40325863038473,Tommy Hilfiger,Bottoms,Bad,1.404180082434301,217,Casual,"S, M, L",S,Red,Average,33,Elle,Olivia Palermo,Summer,Holiday,Positive,Positive,Other
Y8G7,58.01859869159506,Ted Baker,Activewear,Bad,3.9690263347262067,201,Streetwear,"S, M, L",M,Red,Low,57,Glamour,Camila Coelho,Spring/Summer,Daytime,Mixed,Negative,Unknown
W6M9,16.49142714347241,Burberry,Lingerie,Bad,4.470495964209816,162,Edgy,"M, L, XL",L,Blue,Medium,50,W,Gigi Hadid,Spring,Holiday,Mixed,Other,Positive
J5E8,86.56041393123716,Ted Baker,Outerwear,Very Bad,3.700113657628517,208,Formal,"S, M, L",S,Blue,Below Average,44,Vogue,Chiara Ferragni,Fall,Evening,Positive,Mixed,Mixed
Q9L1,11.700842502744436,Ted Baker,Bottoms,Very Good,4.588986708228767,441,Streetwear,"S, L, XL",M,Black,Very High,61,Marie Claire,Kendall Jenner,Winter,Nighttime,Neutral,Other,Other
S2S3,23.414731534063094,Jigsaw,Lingerie,Very Good,1.7682881002329016,207,Glamorous,"S, L, XL",S,Red,Very High,31,Elle,Kendall Jenner,Fall/Winter,Daytime,Positive,Negative,Neutral
T2P5,19.253099371464913,Alexander McQueen,Outerwear,Very Good,1.1289947067677466,214,Formal,"S, M, L",L,Blue,Significant,32,Marie Claire,Kendall Jenner,Spring/Summer,Evening,Mixed,Neutral,Neutral
M3G5,98.16546488644646,Ted Baker,Swimwear,Not Good,3.443401411299922,219,Casual,"S, L, XL",L,Black,Below Average,60,Marie Claire,Olivia Palermo,Spring/Summer,Evening,Unknown,Neutral,Mixed
H1F1,46.90454602897193,Calvin Klein,Lingerie,Very Good,2.244734554954012,233,Edgy,"S, M, L",XL,Blue,Low,45,InStyle,Olivia Palermo,Fall,Daytime,Negative,Unknown,Unknown
J1V6,78.4323656781839,Tommy Hilfiger,Activewear,Good,4.145711636433401,147,Bohemian,"S, M, L",XL,Green,Average,31,Cosmopolitan,Negin Mirsalehi,Summer,Daytime,Unknown,Positive,Mixed
F7S3,54.430619852320596,Ralph Lauren,Dresses,Bad,2.276207248398292,113,Glamorous,"S, L, XL",S,Green,Very High,35,Marie Claire,Kendall Jenner,Summer,Weekend,Mixed,Neutral,Other
G9R6,42.81847477469669,Calvin Klein,Accessories,Bad,4.094536229644515,359,Sporty,"S, L, XL",XL,Red,Very High,26,Harper's Bazaar,Gigi Hadid,Spring/Summer,Nighttime,Unknown,Other,Mixed
A1I6,99.09512742347287,Ralph Lauren,Jewelry,Not Good,3.7550485007898375,228,Formal,"S, L, XL",L,Black,Very High,62,InStyle,Chiara Ferragni,Winter,Evening,Negative,Neutral,Unknown
W8V5,25.97100823710545,Mulberry,Lingerie,Very Bad,4.161952950709049,446,Glamorous,"M, L, XL",L,Red,Very High,20,W,Camila Coelho,Winter,Weekend,Positive,Mixed,Negative
H1Y6,55.59030767120668,Alexander McQueen,Outerwear,Very Bad,4.0958884271857094,138,Casual,"S, M, L",M,Black,Low,34,Marie Claire,Song of Style,Fall/Winter,Evening,Mixed,Positive,Other
E1H5,84.20564755971023,Tommy Hilfiger,Activewear,Bad,1.962434496958084,108,Edgy,"M, L, XL",XL,Green,Average,24,Elle,Gigi Hadid,Summer,Nighttime,Negative,Positive,Positive
D2B3,31.84636868823094,Calvin Klein,Bottoms,Bad,3.5993761496218277,136,Edgy,"M, L, XL",M,Black,Significant,55,Glamour,Olivia Palermo,Spring,Holiday,Mixed,Negative,Other
Y5F7,22.13138934612227,Burberry,Activewear,Bad,3.3046523823899037,150,Sporty,"S, L, XL",XL,Blue,Below Average,23,Harper's Bazaar,Camila Coelho,Spring/Summer,Nighttime,Negative,Positive,Neutral
A3X7,24.161362107330376,Mulberry,Outerwear,Very Good,3.5590530008664234,192,Bohemian,"M, L, XL",M,Red,Below Average,36,Elle,Camila Coelho,Spring/Summer,Evening,Positive,Neutral,Other
N7P1,89.13653167558199,Jigsaw,Lingerie,Not Good,1.9742724491391734,426,Casual,"S, M, L",M,Red,Below Average,59,W,Gigi Hadid,Summer,Evening,Unknown,Unknown,Unknown
E5O4,98.22246616495866,Burberry,Swimwear,Not Good,1.7932192437466297,367,Casual,"S, L, XL",M,Blue,Very High,40,W,Camila Coelho,Winter,Weekend,Mixed,Negative,Negative
R5V4,74.3522478628455,Ralph Lauren,Lingerie,Very Bad,3.0179981242083938,2,Bohemian,"S, L, XL",L,Red,Negligible,22,Glamour,Julie Sari̱ana,Winter,Nighttime,Negative,Neutral,Mixed
E1Z2,27.17016130465438,Ted Baker,Footwear,Very Good,2.884871588030414,368,Streetwear,"M, L, XL",XL,Blue,Below Average,39,Harper's Bazaar,Song of Style,Fall/Winter,Holiday,Neutral,Other,Negative
G5U8,55.36236992303029,Alexander McQueen,Lingerie,Worst,3.78526703349987,171,Casual,"S, M, L",M,Black,Negligible,43,Fashionista,Gigi Hadid,Summer,Holiday,Neutral,Neutral,Positive
A9C5,13.418465232098116,Burberry,Accessories,Very Good,4.093132744064436,286,Sporty,"M, L, XL",XL,Blue,Low,51,Elle,Negin Mirsalehi,Spring,Holiday,Neutral,Negative,Positive
M3K0,47.61075529872346,Mulberry,Activewear,Very Good,3.5354624270675674,214,Casual,"M, L, XL",L,Green,Negligible,42,Grazia,Julie Sari̱ana,Winter,Holiday,Unknown,Neutral,Negative
L6F3,31.387786642593976,Alexander McQueen,Jewelry,Very Bad,2.6117043185295725,453,Sporty,"M, L, XL",L,Red,Low,37,W,Leandra Medine,Fall,Evening,Neutral,Other,Positive
B8G8,49.05047658682341,Jigsaw,Footwear,Best,1.0471783924095526,14,Minimalist,"S, M, L",L,Green,Negligible,46,Grazia,Julie Sari̱ana,Summer,Holiday,Mixed,Neutral,Unknown
I6X1,22.621915881849098,Jigsaw,Footwear,Very Good,1.4550635811590427,268,Vintage,"M, L, XL",XL,Red,Below Average,42,Vogue,Kendall Jenner,Winter,Daytime,Mixed,Other,Other
Q6I8,68.83795186583411,Mulberry,Outerwear,Very Good,1.233111919477138,168,Vintage,"S, M, L",M,Red,Very Low,50,Vogue,Olivia Palermo,Summer,Nighttime,Mixed,Neutral,Neutral
X6J7,97.4565636796172,Burberry,Accessories,Not Good,3.6491884821352816,361,Streetwear,"S, M, L",M,Red,Very High,47,Glamour,Kendall Jenner,Spring,Nighttime,Negative,Unknown,Mixed
Q6S1,28.996414652099293,Jigsaw,Footwear,Not Good,3.933551004990528,336,Sporty,"S, L, XL",L,Red,Medium,62,InStyle,Aimee Song,Fall,Nighttime,Negative,Other,Unknown
Y6K3,26.08103274625787,Burberry,Footwear,Very Bad,1.406576989561953,436,Edgy,"S, L, XL",XL,Black,Below Average,40,Fashionista,Chiara Ferragni,Winter,Nighttime,Mixed,Neutral,Other
Z3W1,36.840164888564914,Burberry,Dresses,Very Good,3.7900007542799563,56,Formal,"S, L, XL",S,Black,Negligible,38,W,Chiara Ferragni,Spring,Evening,Negative,Unknown,Unknown
M9V6,98.32841096146004,Mulberry,Footwear,Best,3.9333582422549913,171,Sporty,"S, L, XL",M,Red,Low,26,Glamour,Negin Mirsalehi,Winter,Nighttime,Negative,Negative,Neutral
A3A1,89.79609424399132,Burberry,Bottoms,Very Good,2.0546225016866835,442,Minimalist,"M, L, XL",L,Blue,Very Low,38,Vogue,Chiara Ferragni,Summer,Daytime,Positive,Other,Other
D0F3,73.67438481128906,Burberry,Activewear,Worst,4.293348732513618,78,Bohemian,"S, M, L",M,Blue,Very Low,59,Cosmopolitan,Julie Sari̱ana,Fall,Evening,Positive,Neutral,Mixed
R4R9,48.343482238013706,Ralph Lauren,Tops,Very Good,4.45565245560506,151,Minimalist,"S, L, XL",XL,Blue,Low,29,W,Chiara Ferragni,Spring,Holiday,Positive,Positive,Negative
F9Y6,77.65968449533705,Calvin Klein,Swimwear,Very Bad,1.6474189011543836,130,Casual,"M, L, XL",L,Black,Average,49,Vogue,Negin Mirsalehi,Fall,Nighttime,Positive,Neutral,Other
U8Z5,17.227913795675462,Ralph Lauren,Accessories,Best,1.3648030546667704,254,Edgy,"S, L, XL",L,Red,Average,64,Grazia,Song of Style,Spring/Summer,Evening,Negative,Unknown,Positive
N5Z3,67.75150539781649,Tommy Hilfiger,Swimwear,Not Good,3.9662270158920223,147,Bohemian,"S, M, L",XL,Black,Very Low,44,Marie Claire,Camila Coelho,Winter,Evening,Mixed,Negative,Neutral
U8H0,40.03784557599967,Calvin Klein,Footwear,Good,1.4796379179468278,417,Formal,"S, M, L",M,Blue,Medium,24,Marie Claire,Gigi Hadid,Fall/Winter,Nighttime,Neutral,Other,Other
X0R9,48.65363916392943,Calvin Klein,Tops,Worst,3.6905962079233086,87,Sporty,"S, L, XL",L,Blue,Negligible,52,Cosmopolitan,Camila Coelho,Spring,Weekend,Neutral,Mixed,Other
R7J0,45.19090507183555,Ralph Lauren,Accessories,Worst,1.888548763669775,129,Bohemian,"M, L, XL",L,Green,Negligible,24,W,Song of Style,Fall,Daytime,Unknown,Unknown,Unknown
A0F7,17.282803814457438,Jigsaw,Outerwear,Good,3.6380733788240955,264,Minimalist,"S, M, L",L,Blue,Very High,42,Glamour,Song of Style,Spring,Evening,Negative,Other,Positive
W6G3,72.71810485233675,Burberry,Lingerie,Best,1.635833253415003,367,Bohemian,"S, M, L",S,Blue,Negligible,32,Fashionista,Aimee Song,Spring/Summer,Nighttime,Mixed,Neutral,Unknown
H1B2,19.443245101153725,Mulberry,Bottoms,Good,2.905284605160072,387,Preppy,"M, L, XL",S,Blue,Above Average,42,Fashionista,Leandra Medine,Spring,Weekend,Mixed,Neutral,Unknown
N3N5,47.383150876020316,Ralph Lauren,Accessories,Very Good,4.149287813089593,246,Edgy,"M, L, XL",L,Blue,Very High,56,InStyle,Aimee Song,Spring/Summer,Nighttime,Neutral,Other,Neutral
W6N5,37.32325200444328,Jigsaw,Swimwear,Good,2.391410894121077,164,Bohemian,"S, L, XL",S,Black,Medium,59,Glamour,Olivia Palermo,Spring/Summer,Weekend,Negative,Positive,Other
Y7L7,83.65557389858235,Alexander McQueen,Bottoms,Not Good,2.2284632218445495,452,Preppy,"M, L, XL",S,Green,Very High,41,Fashionista,Kendall Jenner,Spring,Daytime,Neutral,Neutral,Positive
F6X1,35.95980416331793,Alexander McQueen,Lingerie,Good,3.8061696577439856,211,Bohemian,"S, M, L",S,Red,Significant,40,Glamour,Gigi Hadid,Summer,Nighttime,Mixed,Mixed,Unknown
K5V4,22.429633094536435,Burberry,Footwear,Bad,2.303348488515197,253,Minimalist,"M, L, XL",XL,Red,Medium,49,Glamour,Gigi Hadid,Spring/Summer,Holiday,Neutral,Negative,Unknown
P6Y4,79.73597308501718,Calvin Klein,Swimwear,Not Good,4.363920473628138,35,Preppy,"M, L, XL",M,Green,Significant,36,W,Aimee Song,Summer,Weekend,Negative,Neutral,Negative
C4C9,16.098795907727215,Alexander McQueen,Lingerie,Best,3.606151665131661,356,Edgy,"S, L, XL",S,Blue,Significant,28,Glamour,Gigi Hadid,Winter,Nighttime,Neutral,Mixed,Unknown
N6R3,13.272809801011121,Jigsaw,Footwear,Worst,2.854344526431363,51,Edgy,"S, M, L",M,Green,Below Average,33,Elle,Chiara Ferragni,Fall,Evening,Negative,Unknown,Other
J3R8,16.765975674662236,Ralph Lauren,Accessories,Good,2.7343107981040746,377,Casual,"M, L, XL",S,Red,Very Low,18,Marie Claire,Julie Sari̱ana,Spring/Summer,Daytime,Neutral,Positive,Negative
L8U8,67.33019215153055,Mulberry,Accessories,Very Good,1.404077884513034,243,Preppy,"S, L, XL",L,Black,High,35,Vogue,Camila Coelho,Fall,Weekend,Mixed,Negative,Neutral
I6R5,42.25176985735047,Jigsaw,Dresses,Worst,3.9687085257085792,271,Streetwear,"S, M, L",XL,Red,Below Average,63,Elle,Camila Coelho,Spring,Holiday,Negative,Negative,Positive
M6C0,21.239448896509362,Alexander McQueen,Bottoms,Very Bad,4.371967685301485,159,Minimalist,"S, L, XL",XL,Blue,Negligible,29,Grazia,Gigi Hadid,Winter,Daytime,Negative,Neutral,Positive
O9X9,10.019241253167717,Tommy Hilfiger,Accessories,Best,4.431966060454929,137,Streetwear,"S, L, XL",XL,Blue,Below Average,32,W,Song of Style,Fall,Weekend,Mixed,Other,Positive
M9E2,89.56596418047523,Mulberry,Footwear,Very Bad,2.959358537778929,42,Vintage,"S, M, L",L,Blue,Above Average,44,Cosmopolitan,Camila Coelho,Fall/Winter,Weekend,Negative,Positive,Neutral
N8T5,72.63001699525392,Calvin Klein,Dresses,Good,2.96385805372103,492,Bohemian,"S, L, XL",M,Green,Medium,61,Vogue,Gigi Hadid,Fall,Nighttime,Positive,Negative,Other
U6J6,78.94153921571203,Ted Baker,Accessories,Worst,4.907274449277381,181,Sporty,"S, M, L",L,Green,Negligible,22,Vogue,Negin Mirsalehi,Fall,Daytime,Mixed,Neutral,Unknown
K3O0,38.983251649722526,Ted Baker,Swimwear,Good,1.680344976834863,413,Bohemian,"S, L, XL",L,Red,Medium,52,Marie Claire,Negin Mirsalehi,Spring/Summer,Daytime,Unknown,Negative,Negative
X4V5,79.5897901691859,Jigsaw,Activewear,Very Bad,4.012935270242313,424,Formal,"M, L, XL",L,Black,Medium,52,Glamour,Leandra Medine,Spring/Summer,Holiday,Unknown,Unknown,Other
P5I8,96.62274947608596,Jigsaw,Footwear,Good,1.2486463264697263,486,Sporty,"S, L, XL",XL,Green,Above Average,28,W,Chiara Ferragni,Fall,Weekend,Mixed,Negative,Negative
E5E8,19.23404104483762,Mulberry,Dresses,Not Good,3.5417448415084336,307,Bohemian,"S, M, L",S,Blue,Negligible,39,Harper's Bazaar,Kendall Jenner,Spring/Summer,Nighttime,Unknown,Unknown,Negative
J6X4,52.9886629194934,Calvin Klein,Tops,Very Bad,4.584536116902376,473,Glamorous,"S, L, XL",L,Blue,Very High,61,Grazia,Leandra Medine,Fall/Winter,Daytime,Positive,Mixed,Positive
B6D4,13.12991514230686,Ralph Lauren,Tops,Very Good,2.6040241813802876,27,Vintage,"M, L, XL",S,Green,Low,60,Glamour,Camila Coelho,Fall,Nighttime,Unknown,Positive,Unknown
S0R9,74.92120596537991,Mulberry,Activewear,Good,2.2345108058370315,272,Casual,"S, M, L",L,Green,Significant,55,InStyle,Kendall Jenner,Winter,Daytime,Unknown,Unknown,Other
B9A9,76.87935869693293,Tommy Hilfiger,Jewelry,Best,4.27544423684871,125,Bohemian,"S, L, XL",M,Black,Above Average,27,Marie Claire,Leandra Medine,Winter,Daytime,Negative,Neutral,Negative
